,eqid,evla,evlo,evdp,sta,stla,stlo,dis,mag
719,20190404054728,20.261,104.603,7.900,VR18,20.956,105.492,120.448318274,3.8
720,20190404054728,20.261,104.603,7.900,VR10,21.407,106.074,198.845195686,3.8
721,20190404054728,20.261,104.603,7.900,VR09,21.456,106.152,208.539896132,3.8
722,20190404054728,20.261,104.603,7.900,VR01,21.916,106.745,288.287120987,3.8
723,20190521104929,21.403,103.292,9.000,VR18,20.956,105.492,233.756926532,4.0
724,20190521104929,21.403,103.292,9.000,HBVB,20.842,105.328,220.439614229,4.0
725,20190521104929,21.403,103.292,9.000,VR22,20.696,105.182,211.458159103,4.0
726,20190521104929,21.403,103.292,9.000,VR12,21.292,105.919,272.766861339,4.0
727,20190521104929,21.403,103.292,9.000,TGVB,21.592,103.418,24.665714969,4.0
728,20190521104929,21.403,103.292,9.000,VR10,21.407,106.074,288.454776151,4.0
729,20190521104929,21.403,103.292,9.000,VR09,21.456,106.152,296.550322347,4.0
730,20190622104230,21.354,103.220,17.000,VN07,22.136,103.162,86.7960212971,3.7
731,20190622104230,21.354,103.220,17.000,VN03,22.393,102.954,118.286070648,3.7
732,20190622104230,21.354,103.220,17.000,HBVB,20.842,105.328,226.240645334,3.7
733,20190622104230,21.354,103.220,17.000,VR18,20.956,105.492,240.052568487,3.7
734,20190622104230,21.354,103.220,17.000,VN05,22.292,102.834,111.265938497,3.7
735,20190622104230,21.354,103.220,17.000,MLAV,22.042,103.154,76.4851727098,3.7
736,20190622104230,21.354,103.220,17.000,VN08,22.175,103.715,104.332728028,3.7
737,20190622104230,21.354,103.220,17.000,TGVB,21.592,103.418,33.3995238446,3.7
738,20190622104230,21.354,103.220,17.000,VR22,20.696,105.182,216.573916907,3.7
739,20190622104230,21.354,103.220,17.000,VR12,21.292,105.919,280.088657229,3.7
740,20190622104230,21.354,103.220,17.000,VR10,21.407,106.074,296.027075453,3.7
741,20190622104230,21.354,103.220,17.000,VN04,22.358,103.495,114.747719098,3.7
742,20190714015136,21.980,103.478,7.700,VR25,20.519,104.973,224.153042727,3.5
743,20190714015136,21.980,103.478,7.700,VR18,20.956,105.492,237.537087087,3.5
744,20190714015136,21.980,103.478,7.700,VN07,22.136,103.162,36.9092952241,3.5
745,20190714015136,21.980,103.478,7.700,VR22,20.696,105.182,226.835755464,3.5
746,20190714015136,21.980,103.478,7.700,VN03,22.393,102.954,70.7926147961,3.5
747,20190714015136,21.980,103.478,7.700,VN01,22.565,102.515,118.519353838,3.5
748,20190714015136,21.980,103.478,7.700,HBVB,20.842,105.328,229.492637404,3.5
749,20190714015136,21.980,103.478,7.700,VN08,22.175,103.715,32.6270134651,3.5
750,20190714015136,21.980,103.478,7.700,VR12,21.292,105.919,263.929259699,3.5
751,20190714015136,21.980,103.478,7.700,VN15,21.254,103.481,80.387060464,3.5
752,20190714015136,21.980,103.478,7.700,MLAV,22.042,103.154,34.1515077052,3.5
753,20190714015136,21.980,103.478,7.700,VN09,21.931,103.422,7.93089172754,3.5
754,20190714015136,21.980,103.478,7.700,VN04,22.358,103.495,41.8936165973,3.5
755,20190714015136,21.980,103.478,7.700,VR10,21.407,106.074,276.026610524,3.5
756,20190714015136,21.980,103.478,7.700,VR09,21.456,106.152,282.67923431,3.5
757,20190714015136,21.980,103.478,7.700,VN14,20.924,103.587,117.468048792,3.5
758,20190714015136,21.980,103.478,7.700,VN05,22.292,102.834,74.8830814204,3.5
759,20190714151306,22.490,106.591,0.000,VR12,21.292,105.919,149.730444865,3.6
760,20190714151306,22.490,106.591,0.000,VR10,21.407,106.074,131.274117525,3.6
761,20190714151306,22.490,106.591,0.000,VR05,21.674,106.447,91.5707586129,3.6
762,20190714151306,22.490,106.591,0.000,VR01,21.916,106.745,65.514347966,3.6
763,20190714151306,22.490,106.591,0.000,VR22,20.696,105.182,246.463870315,3.6
764,20190714151306,22.490,106.591,0.000,VN08,22.175,103.715,298.325855657,3.6
765,20190714151306,22.490,106.591,0.000,VR09,21.456,106.152,123.145192958,3.6
766,20190714151306,22.490,106.591,0.000,HBVB,20.842,105.328,224.464504753,3.6
767,20190714151306,22.490,106.591,0.000,VR25,20.519,104.973,275.19112981,3.6
768,20190714151306,22.490,106.591,0.000,VR18,20.956,105.492,204.396757873,3.6
769,20190720225133,23.302,101.982,0.100,VN04,22.358,103.495,187.213354803,3.8
770,20190720225133,23.302,101.982,0.100,VN09,21.931,103.422,212.052075258,3.8
771,20190720225133,23.302,101.982,0.100,MLAV,22.042,103.154,184.323319746,3.8
772,20190720225133,23.302,101.982,0.100,VN07,22.136,103.162,177.108814,3.8
773,20190720225133,23.302,101.982,0.100,VN15,21.254,103.481,274.395350463,3.8
774,20190720225133,23.302,101.982,0.100,VN08,22.175,103.715,217.399366026,3.8
775,20190720225133,23.302,101.982,0.100,VN01,22.565,102.515,98.2360448698,3.8
776,20190720225133,23.302,101.982,0.100,VN05,22.292,102.834,141.994408395,3.8
777,20190720225133,23.302,101.982,0.100,TGVB,21.592,103.418,240.215866739,3.8
778,20190720225133,23.302,101.982,0.100,VN03,22.393,102.954,141.724095438,3.8
779,20190830222454,23.369,101.978,0.000,MLAV,22.042,103.154,190.24413417,4.3
780,20190830222454,23.369,101.978,0.000,VN04,22.358,103.495,191.757689909,4.3
781,20190830222454,23.369,101.978,0.000,VN15,21.254,103.481,280.765441937,4.3
782,20190830222454,23.369,101.978,0.000,VN03,22.393,102.954,147.349188385,4.3
783,20190830222454,23.369,101.978,0.000,VN09,21.931,103.422,217.681698426,4.3
784,20190830222454,23.369,101.978,0.000,TGVB,21.592,103.418,246.333095724,4.3
785,20190830222454,23.369,101.978,0.000,VN05,22.292,102.834,148.140281097,4.3
786,20190830222454,23.369,101.978,0.000,VN01,22.565,102.515,104.690668509,4.3
787,20190901091146,22.668,103.373,0.000,VN14,20.924,103.587,194.37262589,3.5
788,20190901091146,22.668,103.373,0.000,VN04,22.358,103.495,36.5514127319,3.5
789,20190901091146,22.668,103.373,0.000,VR25,20.519,104.973,289.941589553,3.5
790,20190901091146,22.668,103.373,0.000,VN08,22.175,103.715,64.9625705753,3.5
791,20190901091146,22.668,103.373,0.000,HBVB,20.842,105.328,285.951188209,3.5
792,20190901091146,22.668,103.373,0.000,VN09,21.931,103.422,81.7672528792,3.5
793,20190901091146,22.668,103.373,0.000,VN15,21.254,103.481,156.96878314,3.5
794,20190901091146,22.668,103.373,0.000,VN01,22.565,102.515,88.9451045897,3.5
795,20190901091146,22.668,103.373,0.000,VR18,20.956,105.492,289.71352626,3.5
796,20190901091146,22.668,103.373,0.000,VR22,20.696,105.182,287.613337689,3.5
797,20190901091146,22.668,103.373,0.000,VN05,22.292,102.834,69.3573243009,3.5
798,20190901091146,22.668,103.373,0.000,TGVB,21.592,103.418,119.238100463,3.5
799,20190901091146,22.668,103.373,0.000,VN07,22.136,103.162,62.790005798,3.5
800,20190901091146,22.668,103.373,0.000,VN03,22.393,102.954,52.776207647,3.5
801,20190901091146,22.668,103.373,0.000,MLAV,22.042,103.154,72.8980680242,3.5
802,20190922075546,22.209,101.753,13.600,VN08,22.175,103.715,202.360093243,3.9
803,20190922075546,22.209,101.753,13.600,VN01,22.565,102.515,87.8160286035,3.9
804,20190922075546,22.209,101.753,13.600,VN05,22.292,102.834,111.807424641,3.9
805,20190922075546,22.209,101.753,13.600,VN03,22.393,102.954,125.420101415,3.9
806,20191115110927,23.336,103.850,17.000,VN03,22.393,102.954,139.141560615,3.5
807,20191115110927,23.336,103.850,17.000,VN01,22.565,102.515,161.357049706,3.5
808,20191115110927,23.336,103.850,17.000,VN15,21.254,103.481,233.663074037,3.5
809,20191115110927,23.336,103.850,17.000,VN08,22.175,103.715,129.315314173,3.5
810,20191115110927,23.336,103.850,17.000,VN05,22.292,102.834,155.710166157,3.5
811,20191119004402,23.199,103.904,20.600,VN05,22.292,102.834,148.885537651,3.7
812,20191119004402,23.199,103.904,20.600,VN14,20.924,103.587,254.029129252,3.7
813,20191119004402,23.199,103.904,20.600,VN15,21.254,103.481,219.746694776,3.7
814,20191119004402,23.199,103.904,20.600,VN04,22.358,103.495,102.165138512,3.7
815,20191120083254,19.207,105.123,0.600,HBVB,20.842,105.328,182.268463164,4.1
816,20191120083254,19.207,105.123,0.600,VR25,20.519,104.973,146.089012282,4.1
817,20191120083254,19.207,105.123,0.600,VR09,21.456,106.152,271.177406332,4.1
818,20191120083254,19.207,105.123,0.600,VN14,20.924,103.587,248.883706797,4.1
819,20191120083254,19.207,105.123,0.600,VN15,21.254,103.481,284.236415554,4.1
820,20191120083254,19.207,105.123,0.600,VR22,20.696,105.182,164.953507747,4.1
821,20191125011820,22.911,106.679,10.000,VR01,21.916,106.745,110.391576272,5.0
822,20191125011820,22.911,106.679,10.000,VR22,20.696,105.182,290.018035529,5.0
823,20191125011820,22.911,106.679,10.000,VR03,21.800,106.604,123.269019016,5.0
824,20191125011820,22.911,106.679,10.000,HBVB,20.842,105.328,268.287828617,5.0
825,20191125011820,22.911,106.679,10.000,VR09,21.456,106.152,170.035279684,5.0
826,20191125011820,22.911,106.679,10.000,VR05,21.674,106.447,139.048848985,5.0
827,20191125035653,22.829,106.590,13.400,VR05,21.674,106.447,128.744006792,3.5
828,20191125035653,22.829,106.590,13.400,VR01,21.916,106.745,102.353861751,3.5
829,20191125035653,22.829,106.590,13.400,VR09,21.456,106.152,158.606913258,3.5
830,20191125035653,22.829,106.590,13.400,VR03,21.800,106.604,113.95499407,3.5
831,20191125035653,22.829,106.590,13.400,HBVB,20.842,105.328,255.785678296,3.5
832,20191125035653,22.829,106.590,13.400,VR22,20.696,105.182,277.46528559,3.5
833,20191127234952,22.833,106.620,13.300,HBVB,20.842,105.328,257.758948143,4.8
834,20191127234952,22.833,106.620,13.300,VR05,21.674,106.447,129.573290565,4.8
835,20191127234952,22.833,106.620,13.300,VR03,21.800,106.604,114.400708756,4.8
836,20191127234952,22.833,106.620,13.300,VR01,21.916,106.745,102.35710801,4.8
837,20191127234952,22.833,106.620,13.300,VR22,20.696,105.182,279.479976934,4.8
838,20200122212627,23.364,102.141,0.200,VN11,21.670,103.635,242.514094073,4.1
839,20200122212627,23.364,102.141,0.200,VN07,22.136,103.162,171.72530725,4.1
840,20200122212627,23.364,102.141,0.200,VN10,21.694,103.079,208.591188178,4.1
841,20200122212627,23.364,102.141,0.200,TGVB,21.592,103.418,236.163845031,4.1
842,20200122212627,23.364,102.141,0.200,VN15,21.254,103.481,271.389221168,4.1
843,20200122212627,23.364,102.141,0.200,VN04,22.358,103.495,178.100080299,4.1
844,20200122212627,23.364,102.141,0.200,VN03,22.393,102.954,136.096918624,4.1
845,20200122212627,23.364,102.141,0.200,MLAV,22.042,103.154,179.623316878,4.1
846,20200122212627,23.364,102.141,0.200,VN09,21.931,103.422,206.198325123,4.1
847,20200122212627,23.364,102.141,0.200,VN12,21.532,103.241,232.324763536,4.1
848,20200122212627,23.364,102.141,0.200,VN08,22.175,103.715,208.480331216,4.1
849,20200228181302,20.846,101.408,16.800,VN12,21.532,103.241,204.92929242,4.1
850,20200228181302,20.846,101.408,16.800,VN11,21.670,103.635,248.491269257,4.1
851,20200228181302,20.846,101.408,16.800,VN03,22.393,102.954,234.434291758,4.1
852,20200228181302,20.846,101.408,16.800,VN14,20.924,103.587,226.887226404,4.1
853,20200228181302,20.846,101.408,16.800,VN08,22.175,103.715,280.689257924,4.1
854,20200228181302,20.846,101.408,16.800,VN10,21.694,103.079,197.202967419,4.1
855,20200228181302,20.846,101.408,16.800,VN09,21.931,103.422,240.931080711,4.1
856,20200228181302,20.846,101.408,16.800,MLAV,22.042,103.154,224.257858,4.1
857,20200228181302,20.846,101.408,16.800,VN07,22.136,103.162,231.162367928,4.1
858,20200228181302,20.846,101.408,16.800,TGVB,21.592,103.418,224.423031995,4.1
859,20200228181302,20.846,101.408,16.800,VN04,22.358,103.495,273.357923488,4.1
860,20200228181302,20.846,101.408,16.800,VN15,21.254,103.481,220.141167923,4.1
861,20200616061227,22.491,102.634,10.000,VN15,21.254,103.481,162.554898211,4.9
862,20200616061227,22.491,102.634,10.000,VN07,22.136,103.162,67.1183318314,4.9
863,20200616061227,22.491,102.634,10.000,VN10,21.694,103.079,99.4854625182,4.9
864,20200616061227,22.491,102.634,10.000,VN01,22.565,102.515,14.7316713635,4.9
865,20200616061227,22.491,102.634,10.000,VN11,21.670,103.635,137.610796744,4.9
866,20200616061227,22.491,102.634,10.000,TGVB,21.592,103.418,128.295368631,4.9
867,20200616061227,22.491,102.634,10.000,VN04,22.358,103.495,89.8567212357,4.9
868,20200616061227,22.491,102.634,10.000,VN09,21.931,103.422,102.209204257,4.9
869,20200616061227,22.491,102.634,10.000,VN12,21.532,103.241,123.306304876,4.9
870,20200616061227,22.491,102.634,10.000,MLAV,22.042,103.154,73.1059067427,4.9
871,20200616061227,22.491,102.634,10.000,VN08,22.175,103.715,116.731618522,4.9
872,20200616061227,22.491,102.634,10.000,VN14,20.924,103.587,199.569537523,4.9
873,20200626193458,22.701,102.064,26.600,MLAV,22.042,103.154,133.893180017,3.8
874,20200626193458,22.701,102.064,26.600,TGVB,21.592,103.418,185.978041698,3.8
875,20200626193458,22.701,102.064,26.600,VN09,21.931,103.422,163.848936367,3.8
876,20200626193458,22.701,102.064,26.600,VN12,21.532,103.241,177.490837156,3.8
877,20200712052156,22.911,102.600,7.400,VN09,21.931,103.422,137.617592464,4.6
878,20200712052156,22.911,102.600,7.400,VN11,21.670,103.635,173.953008735,4.6
879,20200712052156,22.911,102.600,7.400,VN15,21.254,103.481,204.771665657,4.6
880,20200712052156,22.911,102.600,7.400,VN08,22.175,103.715,140.702050099,4.6
881,20200712052156,22.911,102.600,7.400,VN03,22.393,102.954,67.9292343299,4.6
882,20200712052156,22.911,102.600,7.400,VN10,21.694,103.079,143.51740895,4.6
883,20200712052156,22.911,102.600,7.400,VN04,22.358,103.495,110.51954811,4.6
884,20200712052156,22.911,102.600,7.400,MLAV,22.042,103.154,111.851585785,4.6
885,20200712052156,22.911,102.600,7.400,TGVB,21.592,103.418,168.647638895,4.6
886,20200712052156,22.911,102.600,7.400,VN14,20.924,103.587,242.500336718,4.6
887,20200712052156,22.911,102.600,7.400,VN12,21.532,103.241,166.387911393,4.6
888,20200712052156,22.911,102.600,7.400,VN01,22.565,102.515,39.298360513,4.6
889,20200727051448,20.929,104.708,7.100,VN03,22.393,102.954,243.381031667,5.0
890,20200727051448,20.929,104.708,7.100,VN15,21.254,103.481,132.473866728,5.0
891,20200727051448,20.929,104.708,7.100,MLAV,22.042,103.154,202.780544458,5.0
892,20200727051448,20.929,104.708,7.100,VN10,21.694,103.079,189.048126861,5.0
893,20200727051448,20.929,104.708,7.100,VN11,21.670,103.635,138.29931568,5.0
894,20200727051448,20.929,104.708,7.100,VN09,21.931,103.422,173.4412308,5.0
895,20200727051448,20.929,104.708,7.100,HBVB,20.842,105.328,65.225776779,5.0
896,20200727051448,20.929,104.708,7.100,VR03,21.800,106.604,219.016561358,5.0
897,20200727051448,20.929,104.708,7.100,VR10,21.407,106.074,151.413472758,5.0
898,20200727051448,20.929,104.708,7.100,TGVB,21.592,103.418,152.689935132,5.0
899,20200727051448,20.929,104.708,7.100,VN12,21.532,103.241,166.279811423,5.0
900,20200727051448,20.929,104.708,7.100,VN08,22.175,103.715,172.083765293,5.0
901,20200727051448,20.929,104.708,7.100,VN04,22.358,103.495,201.994226884,5.0
902,20200727051448,20.929,104.708,7.100,VN14,20.924,103.587,116.608858514,5.0
903,20200727051448,20.929,104.708,7.100,VR05,21.674,106.447,198.396937501,5.0
904,20200727051448,20.929,104.708,7.100,VN01,22.565,102.515,290.295516585,5.0
905,20200727051448,20.929,104.708,7.100,VR18,20.956,105.492,81.5986643717,5.0
906,20200727051448,20.929,104.708,7.100,VR25,20.519,104.973,53.1260140668,5.0
907,20200728012643,20.910,104.716,5.300,VN11,21.670,103.635,140.226349785,4.1
908,20200728012643,20.910,104.716,5.300,VR03,21.800,106.604,219.220655314,4.1
909,20200728012643,20.910,104.716,5.300,VN01,22.565,102.515,292.268442982,4.1
910,20200728012643,20.910,104.716,5.300,HBVB,20.842,105.328,64.1257278676,4.1
911,20200728012643,20.910,104.716,5.300,VN15,21.254,103.481,133.865133433,4.1
912,20200728012643,20.910,104.716,5.300,VN09,21.931,103.422,175.434230612,4.1
913,20200728012643,20.910,104.716,5.300,VR10,21.407,106.074,151.395565524,4.1
914,20200728012643,20.910,104.716,5.300,VR18,20.956,105.492,80.877412567,4.1
915,20200728012643,20.910,104.716,5.300,VR25,20.519,104.973,50.8979944836,4.1
916,20200728012643,20.910,104.716,5.300,VN14,20.924,103.587,117.457337723,4.1
917,20200728012643,20.910,104.716,5.300,VN10,21.694,103.079,190.748275782,4.1
918,20200728012643,20.910,104.716,5.300,VN04,22.358,103.495,204.162894786,4.1
919,20200728012643,20.910,104.716,5.300,TGVB,21.592,103.418,154.443561509,4.1
920,20200728012643,20.910,104.716,5.300,VR05,21.674,106.447,198.539834642,4.1
921,20200728012643,20.910,104.716,5.300,MLAV,22.042,103.154,204.728846975,4.1
922,20200728012643,20.910,104.716,5.300,VN03,22.393,102.954,245.410581794,4.1
923,20200728012643,20.910,104.716,5.300,VN12,21.532,103.241,167.901467435,4.1
924,20200728012643,20.910,104.716,5.300,VN08,22.175,103.715,174.27051109,4.1
925,20200728132817,20.925,104.716,6.100,VR10,21.407,106.074,150.793267088,3.5
926,20200728132817,20.925,104.716,6.100,VR25,20.519,104.973,52.3170742147,3.5
927,20200728132817,20.925,104.716,6.100,VN09,21.931,103.422,174.363481695,3.5
928,20200728132817,20.925,104.716,6.100,HBVB,20.842,105.328,64.3387156349,3.5
929,20200728132817,20.925,104.716,6.100,VN11,21.670,103.635,139.23155535,3.5
930,20200728132817,20.925,104.716,6.100,VN12,21.532,103.241,167.220105052,3.5
931,20200728132817,20.925,104.716,6.100,VN04,22.358,103.495,202.857308275,3.5
932,20200728132817,20.925,104.716,6.100,VN08,22.175,103.715,172.93539991,3.5
933,20200731223113,20.924,104.709,8.800,TGVB,21.592,103.418,153.049667159,3.7
934,20200731223113,20.924,104.709,8.800,VN14,20.924,103.587,116.713501023,3.7
935,20200731223113,20.924,104.709,8.800,MLAV,22.042,103.154,203.201769784,3.7
936,20200731223113,20.924,104.709,8.800,VN08,22.175,103.715,172.590706304,3.7
937,20200731223113,20.924,104.709,8.800,VR18,20.956,105.492,81.5182579351,3.7
938,20200731223113,20.924,104.709,8.800,VN03,22.393,102.954,243.829480109,3.7
939,20200731223113,20.924,104.709,8.800,VN09,21.931,103.422,173.87711558,3.7
940,20200731223113,20.924,104.709,8.800,VN01,22.565,102.515,290.725031583,3.7
941,20200731223113,20.924,104.709,8.800,VN15,21.254,103.481,132.727237178,3.7
942,20200731223113,20.924,104.709,8.800,VN11,21.670,103.635,138.713283196,3.7
943,20200731223113,20.924,104.709,8.800,VR10,21.407,106.074,151.512897539,3.7
944,20200731223113,20.924,104.709,8.800,VN12,21.532,103.241,166.600139742,3.7
945,20200731223113,20.924,104.709,8.800,HBVB,20.842,105.328,65.0443514564,3.7
946,20200817011309,20.907,104.749,6.900,VN14,20.924,103.587,120.895858844,4.4
947,20200817011309,20.907,104.749,6.900,VR25,20.519,104.973,48.8849439053,4.4
948,20200817011309,20.907,104.749,6.900,VN11,21.670,103.635,143.177000893,4.4
949,20200817011309,20.907,104.749,6.900,VN15,21.254,103.481,137.249862592,4.4
950,20200817011309,20.907,104.749,6.900,TGVB,21.592,103.418,157.601145765,4.4
951,20200817011309,20.907,104.749,6.900,VN04,22.358,103.495,206.554388784,4.4
952,20200817011309,20.907,104.749,6.900,VN12,21.532,103.241,171.167131722,4.4
953,20200817011309,20.907,104.749,6.900,VR10,21.407,106.074,148.332787119,4.4
954,20200817011309,20.907,104.749,6.900,MLAV,22.042,103.154,207.645677162,4.4
955,20200817011309,20.907,104.749,6.900,VR18,20.956,105.492,77.4753010987,4.4
956,20200817011309,20.907,104.749,6.900,VN01,22.565,102.515,295.143816436,4.4
957,20200817011309,20.907,104.749,6.900,VR03,21.800,106.604,216.322028967,4.4
958,20200817011309,20.907,104.749,6.900,VN08,22.175,103.715,176.590444336,4.4
959,20200817011309,20.907,104.749,6.900,VN03,22.393,102.954,248.181055142,4.4
960,20200817011309,20.907,104.749,6.900,VN10,21.694,103.079,193.953991658,4.4
